TIME 	 FLUX
1067.06945772136532469	2071274.75000000000000000
1067.07013879700389225	2071488.87500000000000000
1067.07081987264245981	2070965.12500000000000000
1067.07150104828178883	2071631.00000000000000000
1067.07218212392763235	2071294.25000000000000000
1067.07286319956619991	2070702.37500000000000000
1067.07354427520476747	2071189.25000000000000000
1067.07422535084333504	2071150.00000000000000000
1067.07490642648917856	2071347.00000000000000000
1067.07558750212774612	2071360.87500000000000000
1067.07626867776707513	2071325.87500000000000000
1067.07694975337653887	2071213.62500000000000000
1067.07763082904421026	2071378.50000000000000000
1067.07831200465443544	2071118.62500000000000000
1067.07899308030027896	2071521.37500000000000000
1067.07967405593808508	2071524.12500000000000000
1067.08035523157741409	2071523.25000000000000000
1067.08103630721598165	2071111.75000000000000000
1067.08171738285454921	2071184.87500000000000000
1067.08239845850039274	2071410.62500000000000000
1067.08307963413972175	2071305.00000000000000000
1067.08376070977828931	2071422.37500000000000000
1067.08444188541761832	2071712.00000000000000000
1067.08512286105542444	2071421.12500000000000000
1067.08580393673037179	2071169.37500000000000000
1067.08648501233983552	2071025.50000000000000000
1067.08716618800826836	2071477.50000000000000000
1067.08784726361773210	2070937.75000000000000000
1067.08852843928616494	2071284.62500000000000000
1067.08920951489562867	2071313.75000000000000000
1067.08989059057057602	2071348.12500000000000000
1067.09057156620838214	2071140.25000000000000000
1067.09125274184771115	2070978.50000000000000000
1067.09193381748627871	2071516.87500000000000000
1067.09261489312484628	2071514.25000000000000000
1067.09329606877145125	2071700.62500000000000000
1067.09397714441001881	2071449.62500000000000000
1067.09465832004934782	2071627.62500000000000000
1067.09533939568791538	2071409.75000000000000000
1067.09602037132572150	2071168.00000000000000000
1067.09670144697156502	2071666.25000000000000000
1067.09738262261089403	2070993.75000000000000000
1067.09806369824946159	2071755.00000000000000000
1067.09874487391789444	2071083.00000000000000000
1067.09942594952735817	2071588.62500000000000000
1067.10010702519502956	2071310.00000000000000000
1067.10078810084087308	2071116.50000000000000000
1067.10146927648020210	2071361.12500000000000000
1067.10215025211800821	2071187.00000000000000000
1067.10283132775657577	2071641.25000000000000000
1067.10351250339590479	2071333.62500000000000000
1067.10419357904174831	2071054.87500000000000000
1067.10487465470941970	2071183.00000000000000000
1067.10555583034874871	2071039.37500000000000000
1067.10623690598731628	2071498.75000000000000000
1067.10691798162588384	2071247.25000000000000000
1067.10759905727172736	2071132.37500000000000000
1067.10828013293939875	2071123.25000000000000000
1067.10896120857796632	2071340.87500000000000000
1067.10964228421653388	2070661.12500000000000000
1067.11032345985586289	2071148.37500000000000000
1067.11100453549443046	2071156.62500000000000000
1067.11168561116937781	2071095.37500000000000000
1067.11236678680870682	2071208.87500000000000000
1067.11304776244651293	2071350.50000000000000000
1067.11372883811418433	2071474.50000000000000000
1067.11441001372440951	2071486.00000000000000000
1067.11509108939935686	2071085.00000000000000000
1067.11577216503792442	2071499.25000000000000000
1067.11645334067725344	2071255.25000000000000000
1067.11713441634492483	2070970.75000000000000000
1067.11781559198425384	2070587.87500000000000000
1067.11849656762933591	2071495.37500000000000000
1067.11917764326790348	2071190.25000000000000000
1067.11985871890647104	2070989.75000000000000000
1067.12053989457490388	2071374.75000000000000000
1067.12122097021347145	2071277.75000000000000000
1067.12190214585280046	2071101.37500000000000000
1067.12258322152774781	2070799.00000000000000000
1067.12326429716631537	2071087.25000000000000000
1067.12394547280564439	2071467.50000000000000000
1067.12462644847255433	2071508.75000000000000000
1067.12530752411112189	2071471.87500000000000000
1067.12598859975696541	2071399.37500000000000000
1067.12666977542539826	2070892.62500000000000000
1067.12735085106396582	2071044.50000000000000000
1067.12803192670253338	2071230.75000000000000000
1067.12871310234186240	2070981.25000000000000000
1067.12939417801680975	2071263.62500000000000000
1067.13007515365461586	2071169.75000000000000000
1067.13075632932304870	2071511.62500000000000000
1067.13143740496161627	2071610.62500000000000000
1067.13211848060018383	2071027.75000000000000000
1067.13279955627513118	2071353.25000000000000000
1067.13348073191446019	2071299.37500000000000000
1067.13416180755302776	2071356.25000000000000000
1067.13484288322069915	2071002.62500000000000000
1067.13552395885926671	2071424.50000000000000000
1067.13620503453421406	2071529.37500000000000000
1067.13688611017278163	2071115.75000000000000000
1067.13756728584121447	2071569.00000000000000000
1067.13824836147978203	2071461.37500000000000000
1067.13892943711834960	2071245.25000000000000000
1067.13961061278678244	2071576.12500000000000000
1067.14029168843262596	2071520.62500000000000000
1067.14097266409953590	2071194.87500000000000000
1067.14165373973810347	2071231.62500000000000000
1067.14233491540653631	2071455.62500000000000000
1067.14301599104510387	2071412.87500000000000000
1067.14369706669094739	2071104.25000000000000000
1067.14437824235938024	2071231.75000000000000000
1067.14505931799794780	2071555.00000000000000000
1067.14574049363727681	2071125.00000000000000000
1067.14642156930494821	2071467.62500000000000000
1067.14710254497913411	2071168.50000000000000000
1067.14778362061770167	2071164.75000000000000000
1067.14846479625703068	2071195.37500000000000000
1067.14914587192470208	2071172.62500000000000000
1067.14982704759313492	2071604.62500000000000000
1067.15050812323170248	2071127.87500000000000000
1067.15118919887754600	2071293.50000000000000000
1067.15187037454597885	2071270.50000000000000000
1067.15255135021288879	2070932.00000000000000000
1067.15323242585145636	2071048.12500000000000000
1067.15391360149078537	2070927.12500000000000000
1067.15459467716573272	2071005.25000000000000000
1067.15527575283340411	2071609.37500000000000000
1067.15595692847273313	2071178.12500000000000000
1067.15663800414040452	2071215.50000000000000000
1067.15731907977897208	2071361.12500000000000000
1067.15800015545391943	2071165.87500000000000000
1067.15868123112159083	2071302.75000000000000000
1067.15936230676015839	2071346.25000000000000000
1067.16004338242782978	2071243.75000000000000000
1067.16072455806715880	2071184.12500000000000000
1067.16140563373483019	2071195.75000000000000000
1067.16208670940977754	2071672.50000000000000000
1067.16276788504910655	2070920.62500000000000000
1067.16344886071601650	2070880.37500000000000000
1067.16412993635458406	2071172.87500000000000000
1067.16481111202301690	2071400.12500000000000000
1067.16549218769796425	2071296.62500000000000000
1067.16617326333653182	2071477.87500000000000000
1067.16685433900420321	2071085.12500000000000000
1067.16753551464353222	2071443.50000000000000000
1067.16821659031120362	2071223.62500000000000000
1067.16889776597963646	2071137.00000000000000000
1067.16957874165382236	2071402.75000000000000000
1067.17025981729238993	2071328.25000000000000000
1067.17094089296006132	2071119.75000000000000000
1067.17162206859939033	2071621.75000000000000000
1067.17230314426706173	2071145.87500000000000000
1067.17298431994277053	2071222.00000000000000000
1067.17366539558133809	2071143.62500000000000000
1067.17434647124900948	2071143.25000000000000000
1067.17502744691591943	2071183.37500000000000000
1067.17570862255524844	2071279.12500000000000000
1067.17638969823019579	2071521.75000000000000000
1067.17707087389862863	2071190.25000000000000000
1067.17775194956630003	2071214.75000000000000000
1067.17843302520486759	2071510.25000000000000000
1067.17911420087330043	2071128.87500000000000000
1067.17979527651186800	2071329.87500000000000000
1067.18047625218605390	2071473.25000000000000000
1067.18115732785372529	2071242.37500000000000000
1067.18183850352215813	2070884.87500000000000000
1067.18251957918982953	2071057.75000000000000000
1067.18320075482915854	2071214.37500000000000000
1067.18388183050410589	2071100.75000000000000000
1067.18456290617177729	2071262.25000000000000000
1067.18524398183944868	2070901.37500000000000000
1067.18592505747801624	2071441.00000000000000000
1067.18660613314568764	2071390.50000000000000000
1067.18728720882063499	2071643.75000000000000000
1067.18796838448906783	2071511.25000000000000000
1067.18864946015673922	2071083.12500000000000000
1067.18933053582441062	2071514.37500000000000000
1067.19001171146373963	2071001.75000000000000000
1067.19069278713868698	2071582.00000000000000000
1067.19137386280635837	2070940.12500000000000000
1067.19205493847402977	2071157.75000000000000000
1067.19273601411259733	2071244.25000000000000000
1067.19341708978026873	2071319.37500000000000000
1067.19409816545521608	2071441.00000000000000000
1067.19477934112364892	2071735.25000000000000000
1067.19546041679132031	2071156.87500000000000000
1067.19614149245899171	2071215.87500000000000000
1067.19682266812742455	2071265.87500000000000000
1067.19750364380161045	2070906.00000000000000000
1067.19818471946928184	2071266.75000000000000000
1067.19886589510861086	2071393.75000000000000000
1067.19954697077628225	2071204.50000000000000000
1067.20022804644395364	2071022.75000000000000000
1067.20090922211238649	2071463.12500000000000000
1067.20159029778733384	2070965.12500000000000000
1067.20227137342590140	2071348.75000000000000000
1067.20295244909357280	2071431.62500000000000000
1067.20363352476124419	2071055.37500000000000000
1067.20431460042891558	2071666.37500000000000000
1067.20499577610462438	2071185.62500000000000000
1067.20567685177229578	2071376.75000000000000000
1067.20635792743996717	2071191.00000000000000000
1067.20703910310840001	2071235.75000000000000000
1067.20772017877607141	2071223.37500000000000000
1067.20840115445025731	2071287.62500000000000000
1067.20908233011869015	2071345.87500000000000000
1067.20976340578636155	2071149.25000000000000000
1067.21044448145403294	2071586.75000000000000000
1067.21112565712246578	2071221.00000000000000000
1067.21180673279013718	2071033.62500000000000000
1067.21248780846508453	2071127.62500000000000000
1067.21316898413351737	2071664.00000000000000000
1067.21385005980118876	2071373.12500000000000000
1067.21453103546809871	2071041.25000000000000000
1067.21521221113653155	2071109.25000000000000000
1067.21589328681147890	2071393.00000000000000000
1067.21657436247915030	2071287.25000000000000000
1067.21725553814758314	2071370.62500000000000000
1067.21793661381525453	2071248.12500000000000000
1067.21861768948292593	2071291.75000000000000000
1067.21929876515059732	2071163.87500000000000000
1067.21997984082554467	2071279.37500000000000000
1067.22066091649321606	2071415.50000000000000000
1067.22134199216088746	2071232.37500000000000000
1067.22202316782932030	2071305.12500000000000000
1067.22270424349699169	2071365.75000000000000000
1067.22338531917193905	2070799.62500000000000000
1067.22406649484037189	2071032.62500000000000000
1067.22474757050804328	2071371.00000000000000000
1067.22542854617495323	2071424.00000000000000000
1067.22610962184262462	2071346.37500000000000000
1067.22679079751833342	2071462.87500000000000000
1067.22747187318600481	2071283.12500000000000000
1067.22815304885443766	2071543.75000000000000000
1067.22883412455121288	2071488.87500000000000000
1067.22951520021888427	2071398.25000000000000000
1067.23019637588731712	2071304.25000000000000000
1067.23087735156150302	2071103.00000000000000000
1067.23155842722917441	2071419.75000000000000000
1067.23223950289684581	2070831.50000000000000000
1067.23292067856527865	2071066.37500000000000000
1067.23360175426205387	2071147.50000000000000000
1067.23428292993776267	2071383.25000000000000000
1067.23496400560543407	2071017.87500000000000000
1067.23564518127386691	2071251.12500000000000000
1067.23632625694153830	2071099.87500000000000000
1067.23700723260844825	2070923.87500000000000000
1067.23768830831249943	2070960.50000000000000000
1067.23836948398093227	2071477.25000000000000000
1067.23905055964860367	2071447.75000000000000000
1067.23973163531627506	2071005.00000000000000000
1067.24041281098470790	2071096.37500000000000000
1067.24109388668148313	2070961.37500000000000000
1067.24177496235643048	2070957.12500000000000000
1067.24245603802410187	2071086.87500000000000000
1067.24313711369177327	2071251.62500000000000000
1067.24381818935944466	2070998.37500000000000000
1067.24449926503439201	2070671.75000000000000000
1067.24518044073192868	2071026.50000000000000000
1067.24586151639960008	2071091.37500000000000000
1067.24654259206727147	2071309.12500000000000000
1067.24722376773570431	2070847.37500000000000000
1067.24790474343171809	2071005.75000000000000000
1067.24858581910666544	2070352.00000000000000000
1067.24926699477509828	2071270.75000000000000000
1067.24994807044276968	2071390.62500000000000000
1067.25062914613954490	2071467.25000000000000000
1067.25131032180797774	2071121.37500000000000000
1067.25199139748292509	2071477.25000000000000000
1067.25267247317970032	2070854.75000000000000000
1067.25335364884813316	2071188.37500000000000000
1067.25403462451504311	2070884.00000000000000000
1067.25471570018271450	2071637.87500000000000000
1067.25539677588676568	2071478.25000000000000000
1067.25607795155519852	2071174.00000000000000000
1067.25675902722286992	2071256.62500000000000000
1067.25744020292040659	2071426.12500000000000000
1067.25812127858807798	2071097.12500000000000000
1067.25880235425574938	2071173.62500000000000000
1067.25948332995903911	2071010.25000000000000000
1067.26016450562747195	2071361.37500000000000000
1067.26084558132424718	2071237.50000000000000000
1067.26152675699268002	2071587.62500000000000000
1067.26220783266035141	2071733.87500000000000000
1067.26288890833529877	2071218.25000000000000000
1067.26357008403283544	2071673.00000000000000000
1067.26425115970050683	2070816.25000000000000000
1067.26493213539652061	2071121.62500000000000000
1067.26561321106419200	2070828.50000000000000000
1067.26629438673990080	2071116.37500000000000000
1067.26697546243667603	2071392.62500000000000000
1067.26765663810510887	2070877.50000000000000000
1067.26833771380188409	2071154.12500000000000000
1067.26901878946955549	2071229.87500000000000000
1067.26969996513798833	2071764.50000000000000000
1067.27038094084127806	2070940.75000000000000000
1067.27106201650894945	2071594.00000000000000000
1067.27174309220572468	2070990.50000000000000000
1067.27242426787415752	2071208.87500000000000000
1067.27310534354182892	2071244.50000000000000000
1067.27378641924588010	2071451.50000000000000000
1067.27446759491431294	2071096.87500000000000000
1067.27514867061108816	2071248.87500000000000000
1067.27582974627875956	2071046.75000000000000000
1067.27651082197553478	2071169.75000000000000000
1067.27719189765048213	2071160.62500000000000000
1067.27787297334725736	2071123.12500000000000000
1067.27855414901569020	2070904.12500000000000000
1067.27923522468336159	2070922.25000000000000000
1067.27991630038013682	2071321.75000000000000000
1067.28059737607691204	2071268.00000000000000000
1067.28127855175262084	2071085.00000000000000000
1067.28195952744863462	2071578.25000000000000000
1067.28264060311630601	2071350.50000000000000000
1067.28332177881384268	2071306.62500000000000000
1067.28400285448151408	2071133.87500000000000000
1067.28468393018556526	2071349.00000000000000000
1067.28536510585399810	2071225.75000000000000000
1067.28604618155077333	2071250.00000000000000000
1067.28672735721920617	2071160.12500000000000000
1067.28740823291445849	2071176.25000000000000000
1067.28808940861927113	2071260.37500000000000000
1067.28877048428694252	2071313.87500000000000000
1067.28945165998447919	2071329.50000000000000000
1067.29013273565215059	2071283.37500000000000000
1067.29081381134892581	2071128.87500000000000000
1067.29149498701735865	2070916.37500000000000000
1067.29217606272140983	2070997.75000000000000000
1067.29285703841742361	2071486.62500000000000000
1067.29353821408585645	2071274.12500000000000000
1067.29421928978263168	2071416.12500000000000000
1067.29490036547940690	2071560.75000000000000000
1067.29558154115511570	2071161.37500000000000000
1067.29626261682278709	2071452.12500000000000000
1067.29694379252032377	2070903.87500000000000000
1067.29762486821709899	2071176.75000000000000000
1067.29830594388477039	2071542.00000000000000000
1067.29898691958806012	2071304.75000000000000000
1067.29966809528559679	2071448.25000000000000000
1067.30034917095326819	2071696.75000000000000000
1067.30103024665004341	2071291.12500000000000000
1067.30171142234758008	2071418.00000000000000000
1067.30239249801525148	2071206.25000000000000000
1067.30307357371930266	2070949.62500000000000000
1067.30375464941607788	2071230.87500000000000000
1067.30443572508374928	2070562.62500000000000000
1067.30511680078052450	2071174.25000000000000000
1067.30579797647806117	2071166.62500000000000000
1067.30647905215300852	2071402.62500000000000000
1067.30716012784978375	2071236.12500000000000000
1067.30784120354655897	2071273.00000000000000000
1067.30852237921499182	2071565.62500000000000000
1067.30920345491176704	2071302.25000000000000000
1067.30988443061505677	2070864.12500000000000000
1067.31056560631259345	2071029.00000000000000000
1067.31124668200936867	2071164.75000000000000000
1067.31192775767704006	2071180.25000000000000000
1067.31260893337457674	2071280.12500000000000000
1067.31329000907862792	2071208.87500000000000000
1067.31397108474629931	2071045.25000000000000000
1067.31465226044383598	2071034.75000000000000000
1067.31533323613984976	2071475.87500000000000000
1067.31601431183662498	2070972.87500000000000000
1067.31669548753416166	2071281.00000000000000000
1067.31737656320910901	2071453.62500000000000000
1067.31805763890588423	2071466.12500000000000000
1067.31873881460342091	2071353.87500000000000000
1067.31941989030019613	2071449.62500000000000000
1067.32010106596862897	2071012.75000000000000000
1067.32078214167268015	2071100.75000000000000000
1067.32146311736869393	2071483.75000000000000000
1067.32214419306546915	2071023.62500000000000000
1067.32282536876300583	2071092.75000000000000000
1067.32350644445978105	2071373.12500000000000000
1067.32418752013472840	2071735.50000000000000000
1067.32486869583226508	2071569.37500000000000000
1067.32554977152904030	2071774.62500000000000000
1067.32623084722581552	2070962.75000000000000000
1067.32691192292259075	2070859.50000000000000000
1067.32759299859753810	2071578.00000000000000000
1067.32827407432341715	2070842.25000000000000000
1067.32895524999185000	2071271.75000000000000000
1067.32963632568862522	2071317.62500000000000000
1067.33031740138540044	2071058.87500000000000000
1067.33099847708217567	2071164.12500000000000000
1067.33167965278698830	2071476.12500000000000000
1067.33236062848300207	2071245.50000000000000000
1067.33304170417977730	2070922.12500000000000000
1067.33372287984821014	2071236.62500000000000000
1067.33440395557408920	2071126.25000000000000000
1067.33508503124903655	2071061.37500000000000000
1067.33576620694657322	2071252.12500000000000000
1067.33644728264334844	2071412.62500000000000000
1067.33712835834012367	2071126.00000000000000000
1067.33780933403613744	2071294.00000000000000000
1067.33849050974095007	2071386.87500000000000000
1067.33917158543772530	2071005.75000000000000000
1067.33985266113450052	2071086.00000000000000000
1067.34053383683203720	2071392.50000000000000000
1067.34121491252881242	2071095.00000000000000000
1067.34189598822558764	2071315.62500000000000000
1067.34257716393040027	2071252.87500000000000000
1067.34325823962717550	2071336.87500000000000000
1067.34393921532318927	2071355.62500000000000000
1067.34462039102072595	2071371.87500000000000000
1067.34530146671750117	2071184.87500000000000000
1067.34598254242155235	2071170.12500000000000000
1067.34666371811908903	2071297.50000000000000000
1067.34734479381586425	2071406.75000000000000000
1067.34802596951340092	2070806.25000000000000000
1067.34870704521017615	2071767.50000000000000000
1067.34938802091346588	2071312.87500000000000000
1067.35006909661024110	2071315.62500000000000000
1067.35075027230777778	2071097.12500000000000000
1067.35143134800455300	2071154.12500000000000000
1067.35211252370208967	2071099.75000000000000000
1067.35279359939886490	2071456.50000000000000000
1067.35347467510291608	2071290.75000000000000000
1067.35415585080045275	2071340.00000000000000000
1067.35483682649646653	2071479.12500000000000000
1067.35551790219324175	2071224.50000000000000000
1067.35619907789077843	2071554.12500000000000000
1067.35688015359482961	2071497.25000000000000000
1067.35756122932070866	2071254.87500000000000000
1067.35824230498838006	2071297.87500000000000000
1067.35892348071502056	2071120.75000000000000000
1067.35960455641179578	2071299.87500000000000000
1067.36028553211508552	2071406.00000000000000000
1067.36096670781262219	2071765.00000000000000000
1067.36164778350939741	2071297.37500000000000000
1067.36232885923527647	2071319.75000000000000000
1067.36301003490370931	2071178.50000000000000000
1067.36369111062958837	2071002.12500000000000000
1067.36437218633363955	2070936.37500000000000000
1067.36505326203041477	2071088.00000000000000000
1067.36573443772795144	2071194.37500000000000000
1067.36641541342396522	2071128.75000000000000000
1067.36709648915712023	2071456.25000000000000000
1067.36777766482555307	2070961.37500000000000000
1067.36845874055143213	2071459.62500000000000000
1067.36913981624820735	2071314.50000000000000000
1067.36982099194574403	2071431.00000000000000000
1067.37050206764251925	2071440.75000000000000000
1067.37118324334005592	2071116.37500000000000000
1067.37186421907244949	2071225.00000000000000000
1067.37254529476922471	2071378.87500000000000000
1067.37322637046599993	2070806.25000000000000000
1067.37390754616353661	2070944.25000000000000000
1067.37458862186758779	2071373.12500000000000000
1067.37526979759422829	2071272.37500000000000000
1067.37595087329100352	2071597.12500000000000000
1067.37663194898777874	2071460.75000000000000000
1067.37731292468379252	2071357.87500000000000000
1067.37799410038132919	2071088.25000000000000000
1067.37867517611448420	2071084.62500000000000000
1067.37935625181125943	2071615.00000000000000000
1067.38003742750879610	2071463.37500000000000000
1067.38071850323467515	2070939.75000000000000000
1067.38139967893221183	2070840.87500000000000000
1067.38208075463626301	2070960.12500000000000000
1067.38276173033227678	2071410.62500000000000000
1067.38344280605815584	2071247.87500000000000000
1067.38412398175569251	2071518.87500000000000000
1067.38480505745246774	2071313.50000000000000000
1067.38548613315651892	2071403.75000000000000000
1067.38616730888315942	2071389.75000000000000000
1067.38684838457993465	2070974.12500000000000000
1067.38752946027670987	2071086.87500000000000000
1067.38821063600335037	2071139.37500000000000000
1067.38889161169936415	2070950.62500000000000000
1067.38957268743251916	2070896.00000000000000000
1067.39025386313005583	2071535.25000000000000000
1067.39093493882683106	2070664.12500000000000000
1067.39161601452360628	2071184.12500000000000000
1067.39229709024948534	2071298.62500000000000000
1067.39297826595429797	2071335.00000000000000000
1067.39365934165107319	2071216.12500000000000000
1067.39434031737619080	2071208.00000000000000000
1067.39502149310283130	2071477.75000000000000000
1067.39570256879960652	2071147.12500000000000000
1067.39638364450365771	2071350.25000000000000000
1067.39706482023029821	2071392.62500000000000000
1067.39774589592707343	2071454.75000000000000000
1067.39842697162384866	2071055.12500000000000000
1067.39910814735048916	2071004.00000000000000000
1067.39978912305377889	2071133.75000000000000000
1067.40047019875055412	2071086.87500000000000000
1067.40115137447719462	2071125.00000000000000000
1067.40183245017396985	2071052.25000000000000000
1067.40251352589984890	2071492.25000000000000000
1067.40319470159738557	2071411.00000000000000000
1067.40387577733054059	2071492.50000000000000000
1067.40455685302731581	2071225.75000000000000000
1067.40523782875243342	2071292.62500000000000000
1067.40591900444997009	2071205.50000000000000000
1067.40660008017584914	2071058.75000000000000000
1067.40728125588066177	2071316.37500000000000000
1067.40796233157743700	2071388.25000000000000000
1067.40864340730331605	2071116.37500000000000000
1067.40932458300085273	2071274.87500000000000000
1067.41000565872673178	2071415.00000000000000000
1067.41068673442350700	2071592.25000000000000000
1067.41136781015666202	2071414.25000000000000000
1067.41204888588254107	2071178.50000000000000000
1067.41272996157931630	2071378.12500000000000000
1067.41341113727685297	2071384.75000000000000000
1067.41409221300273202	2071423.12500000000000000
1067.41477328873588704	2070995.87500000000000000
1067.41545436443266226	2070586.50000000000000000
1067.41613554013019893	2071200.00000000000000000
1067.41681651585531654	2071430.12500000000000000
1067.41749769158195704	2070839.25000000000000000
1067.41817876728600822	2071332.62500000000000000
1067.41885984301188728	2071069.75000000000000000
1067.41954091870866250	2070850.50000000000000000
1067.42022209443530301	2071029.62500000000000000
1067.42090317016118206	2070411.50000000000000000
1067.42158424586523324	2070882.25000000000000000
1067.42226532159111230	2071324.75000000000000000
1067.42294639728788752	2070952.00000000000000000
1067.42362747301376658	2071288.87500000000000000
1067.42430854873964563	2071290.00000000000000000
1067.42498972443718230	2071209.37500000000000000
1067.42567080014123349	2071311.50000000000000000
1067.42635197586787399	2071369.00000000000000000
1067.42703305159375304	2071240.50000000000000000
1067.42771402731887065	2071723.37500000000000000
1067.42839510302292183	2071136.12500000000000000
1067.42907627874956233	2071236.37500000000000000
1067.42975735444633756	2071454.75000000000000000
1067.43043843017221661	2071300.00000000000000000
1067.43111960589885712	2071599.87500000000000000
1067.43180068159563234	2071122.12500000000000000
1067.43248185732227284	2071238.87500000000000000
1067.43316293302632403	2071410.62500000000000000
1067.43384390875144163	2072024.87500000000000000
1067.43452498447732069	2071075.25000000000000000
1067.43520616020396119	2071313.75000000000000000
1067.43588723590801237	2071217.37500000000000000
1067.43656841163465288	2071353.50000000000000000
1067.43724948736053193	2071346.75000000000000000
1067.43793056305730715	2071062.87500000000000000
1067.43861173878394766	2071283.50000000000000000
1067.43929271450906526	2071154.12500000000000000
1067.43997379024222028	2070991.00000000000000000
1067.44065496596886078	2071417.50000000000000000
1067.44133604166563600	2071792.00000000000000000
1067.44201711739151506	2071328.75000000000000000
1067.44269819311739411	2071148.50000000000000000
1067.44337936882220674	2071004.00000000000000000
1067.44406044454808580	2071405.75000000000000000
1067.44474142027320340	2070981.62500000000000000
1067.44542259599984391	2071140.50000000000000000
1067.44610367172572296	2071000.37500000000000000
1067.44678474742977414	2071533.75000000000000000
1067.44746592315641465	2071196.25000000000000000
1067.44814699888229370	2071433.75000000000000000
1067.44882807457906893	2071582.37500000000000000
1067.44950925030570943	2071110.00000000000000000
1067.45019032603158848	2071458.87500000000000000
1067.45087130176398205	2071488.25000000000000000
1067.45155237748986110	2071405.00000000000000000
1067.45223355321650160	2071021.12500000000000000
1067.45291462891327683	2071150.75000000000000000
1067.45359570463915588	2071272.25000000000000000
1067.45427688037307234	2071053.87500000000000000
1067.45495795609895140	2071600.37500000000000000
1067.45563913179648807	2071196.87500000000000000
1067.45632010752160568	2071127.62500000000000000
1067.45700118324748473	2071098.00000000000000000
1067.45768225898063974	2071014.12500000000000000
1067.45836343470728025	2071292.62500000000000000
1067.45904451043315930	2071060.50000000000000000
1067.45972568615979981	2070874.87500000000000000
1067.46040676188567886	2071132.12500000000000000
1067.46108783761155792	2071388.00000000000000000
1067.46176881334395148	2071240.75000000000000000
1067.46244998907059198	2071743.37500000000000000
1067.46313106476736721	2071209.75000000000000000
1067.46381214049324626	2071488.12500000000000000
1067.46449331621988676	2071551.00000000000000000
1067.46517439195304178	2071106.75000000000000000
1067.46585556767968228	2071521.25000000000000000
1067.46653664340556134	2071128.12500000000000000
1067.46721761913067894	2070993.00000000000000000
1067.46789869485655800	2071155.25000000000000000
1067.46857987059047446	2071049.37500000000000000
1067.46926094628724968	2071427.12500000000000000
1067.46994202201312874	2071075.12500000000000000
1067.47062319773976924	2071282.87500000000000000
1067.47130427346564829	2071443.37500000000000000
1067.47198534919152735	2071123.37500000000000000
1067.47266652492544381	2071180.87500000000000000
1067.47334750065056141	2071690.00000000000000000
1067.47402857637644047	2071630.12500000000000000
1067.47470975210308097	2070866.62500000000000000
1067.47539082782896003	2071604.37500000000000000
1067.47607190356211504	2070742.12500000000000000
1067.47675307928875554	2070903.62500000000000000
1067.47743415501463460	2070890.87500000000000000
1067.47811523074051365	2071028.50000000000000000
1067.47879620646563126	2071340.37500000000000000
1067.47947738219954772	2070958.87500000000000000
1067.48015845792542677	2071127.25000000000000000
1067.48083953365130583	2071313.50000000000000000
1067.48152070937794633	2071516.50000000000000000
1067.48220178510382539	2071144.62500000000000000
1067.48288286083698040	2071377.37500000000000000
1067.48356403656362090	2071390.12500000000000000
1067.48424501231784234	2071365.25000000000000000
1067.48492608804372139	2071318.62500000000000000
1067.48560716376960045	2071367.50000000000000000
1067.48628833949624095	2071078.50000000000000000
1067.48696941522939596	2071125.37500000000000000
1067.48765059095603647	2071111.62500000000000000
1067.48833166668191552	2071339.12500000000000000
1067.48901274240779458	2070763.87500000000000000
1067.48969371816929197	2070792.25000000000000000
1067.49037489389593247	2071136.50000000000000000
1067.49105596962181153	2071326.87500000000000000
1067.49173714534845203	2071377.12500000000000000
1067.49241822107433109	2071268.37500000000000000
1067.49309929680021014	2071343.62500000000000000
1067.49378047252685064	2071470.75000000000000000
1067.49446154826000566	2071098.50000000000000000
1067.49514272398664616	2071093.25000000000000000
1067.49582369971176377	2070899.00000000000000000
1067.49650477546674665	2070869.12500000000000000
1067.49718585119990166	2071161.25000000000000000
1067.49786702692654217	2070915.00000000000000000
1067.49854810265242122	2071205.25000000000000000
1067.49922917837830028	2070812.87500000000000000
1067.49991035413404461	2071287.50000000000000000
1067.50059142985992366	2071237.12500000000000000
1067.50127240559231723	2070968.75000000000000000
1067.50195358131895773	2071148.37500000000000000
1067.50263465704483679	2071246.25000000000000000
1067.50331573277071584	2071558.87500000000000000
1067.50399680852569873	2071248.12500000000000000
1067.50467798425233923	2071084.87500000000000000
1067.50535905998549424	2070907.37500000000000000
1067.50604013571137330	2070940.62500000000000000
1067.50672121146635618	2070967.62500000000000000
1067.50740228719223524	2071069.62500000000000000
1067.50808336292539025	2070927.12500000000000000
1067.50876453865203075	2070905.25000000000000000
1067.50944561437790981	2071019.50000000000000000
1067.51012669013289269	2071230.87500000000000000
1067.51080786585953319	2071073.50000000000000000
1067.51148894158541225	2071191.12500000000000000
1067.51216991734690964	2071048.87500000000000000
1067.51285099307278870	2070940.25000000000000000
1067.51353216879942920	2071498.75000000000000000
1067.51421324455441209	2071190.87500000000000000
1067.51489442028105259	2071333.50000000000000000
1067.51557549601420760	2071543.25000000000000000
1067.51625657176919049	2071424.12500000000000000
1067.51693774749583099	2071450.62500000000000000
1067.51761882322171004	2071365.12500000000000000
1067.51829979894682765	2071204.37500000000000000
1067.51898087470908649	2071427.37500000000000000
1067.51966205043572700	2071428.37500000000000000
1067.52034312619070988	2071273.75000000000000000
1067.52102430191735039	2071367.37500000000000000
1067.52170537764322944	2070943.87500000000000000
1067.52238645336910849	2071580.12500000000000000
