Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
-----------------------------------------------
                0.00    0.00       1/1           std::vector<long, std::allocator<long> >::_M_default_append(unsigned long) [306]
[290]    0.0    0.00    0.00       1         std::_Vector_base<long, std::allocator<long> >::_M_allocate(unsigned long) [290]
                0.00    0.00       1/1           std::allocator_traits<std::allocator<long> >::allocate(std::allocator<long>&, unsigned long) [294]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<long, std::allocator<long> >::_M_default_append(unsigned long) [306]
[291]    0.0    0.00    0.00       1         std::_Vector_base<long, std::allocator<long> >::_M_deallocate(long*, unsigned long) [291]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_allocate(unsigned long) [284]
[292]    0.0    0.00    0.00       1         std::allocator_traits<std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::allocate(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&, unsigned long) [292]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::allocate(unsigned long, void const*) [276]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_S_max_size(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [297]
[293]    0.0    0.00    0.00       1         std::allocator_traits<std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::max_size(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [293]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::max_size() const [280]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<long, std::allocator<long> >::_M_allocate(unsigned long) [290]
[294]    0.0    0.00    0.00       1         std::allocator_traits<std::allocator<long> >::allocate(std::allocator<long>&, unsigned long) [294]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<long>::allocate(unsigned long, void const*) [277]
-----------------------------------------------
                0.00    0.00       1/1           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__uninitialized_default_n<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long) [317]
[295]    0.0    0.00    0.00       1         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long) [295]
                0.00    0.00       2/2           void std::_Construct<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [260]
                0.00    0.00       2/17          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__addressof<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [107]
-----------------------------------------------
                0.00    0.00       1/1           long* std::__uninitialized_default_n<long*, unsigned long>(long*, unsigned long) [318]
[296]    0.0    0.00    0.00       1         long* std::__uninitialized_default_n_1<true>::__uninit_default_n<long*, unsigned long>(long*, unsigned long) [296]
                0.00    0.00       1/1           long* std::__addressof<long>(long&) [313]
                0.00    0.00       1/1           void std::_Construct<long>(long*) [311]
                0.00    0.00       1/1           long* std::fill_n<long*, unsigned long, long>(long*, unsigned long, long const&) [322]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_S_check_init_len(unsigned long, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [298]
[297]    0.0    0.00    0.00       1         std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_S_max_size(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [297]
                0.00    0.00       1/1           std::allocator_traits<std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::max_size(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [293]
                0.00    0.00       1/427         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [67]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::vector(unsigned long, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [301]
[298]    0.0    0.00    0.00       1         std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_S_check_init_len(unsigned long, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [298]
                0.00    0.00       1/2           std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::allocator(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [244]
                0.00    0.00       1/1           std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_S_max_size(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [297]
                0.00    0.00       1/5           std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::~allocator() [181]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::vector(unsigned long, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [301]
[299]    0.0    0.00    0.00       1         std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_default_initialize(unsigned long) [299]
                0.00    0.00       1/4           std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_get_Tp_allocator() [191]
                0.00    0.00       1/1           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__uninitialized_default_n_a<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&) [319]
-----------------------------------------------
                0.00    0.00       1/1           preprocess(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&) [5]
[300]    0.0    0.00    0.00       1         std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::vector() [300]
                0.00    0.00       1/1           std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_Vector_base() [289]
-----------------------------------------------
                0.00    0.00       1/1           preprocess(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&) [5]
[301]    0.0    0.00    0.00       1         std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::vector(unsigned long, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [301]
                0.00    0.00       1/1           std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_S_check_init_len(unsigned long, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [298]
                0.00    0.00       1/1           std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_Vector_base(unsigned long, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [288]
                0.00    0.00       1/1           std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_default_initialize(unsigned long) [299]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >::resize(unsigned long) [303]
[302]    0.0    0.00    0.00       1         std::vector<double, std::allocator<double> >::_M_default_append(unsigned long) [302]
                0.00    0.00       2/412         std::vector<double, std::allocator<double> >::max_size() const [72]
                0.00    0.00       2/432         std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [66]
                0.00    0.00       1/72829       std::vector<double, std::allocator<double> >::size() const [54]
                0.00    0.00       1/205         std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [85]
                0.00    0.00       1/210         std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [80]
                0.00    0.00       1/3           double* std::__uninitialized_default_n_a<double*, unsigned long, double>(double*, unsigned long, std::allocator<double>&) [228]
                0.00    0.00       1/409         std::vector<double, std::allocator<double> >::_S_relocate(double*, double*, double*, std::allocator<double>&) [73]
                0.00    0.00       1/222         std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [78]
-----------------------------------------------
                0.00    0.00       1/1           CCfits::ColumnData<double>::readColumnData(long, long, double*) [330]
[303]    0.0    0.00    0.00       1         std::vector<double, std::allocator<double> >::resize(unsigned long) [303]
                0.00    0.00       2/72829       std::vector<double, std::allocator<double> >::size() const [54]
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >::_M_default_append(unsigned long) [302]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<long, std::allocator<long> >::_M_default_append(unsigned long) [306]
[304]    0.0    0.00    0.00       1         std::vector<long, std::allocator<long> >::_S_relocate(long*, long*, long*, std::allocator<long>&) [304]
                0.00    0.00       1/1           std::vector<long, std::allocator<long> >::_S_do_relocate(long*, long*, long*, std::allocator<long>&, std::integral_constant<bool, true>) [305]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<long, std::allocator<long> >::_S_relocate(long*, long*, long*, std::allocator<long>&) [304]
[305]    0.0    0.00    0.00       1         std::vector<long, std::allocator<long> >::_S_do_relocate(long*, long*, long*, std::allocator<long>&, std::integral_constant<bool, true>) [305]
                0.00    0.00       1/1           long* std::__relocate_a<long*, long*, std::allocator<long> >(long*, long*, long*, std::allocator<long>&) [314]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<long, std::allocator<long> >::resize(unsigned long) [307]
[306]    0.0    0.00    0.00       1         std::vector<long, std::allocator<long> >::_M_default_append(unsigned long) [306]
                0.00    0.00       2/4           std::vector<long, std::allocator<long> >::max_size() const [190]
                0.00    0.00       2/2           std::_Vector_base<long, std::allocator<long> >::_M_get_Tp_allocator() [249]
                0.00    0.00       1/14          std::vector<long, std::allocator<long> >::size() const [122]
                0.00    0.00       1/1           std::vector<long, std::allocator<long> >::_M_check_len(unsigned long, char const*) const [281]
                0.00    0.00       1/1           std::_Vector_base<long, std::allocator<long> >::_M_allocate(unsigned long) [290]
                0.00    0.00       1/1           long* std::__uninitialized_default_n_a<long*, unsigned long, long>(long*, unsigned long, std::allocator<long>&) [320]
                0.00    0.00       1/1           std::vector<long, std::allocator<long> >::_S_relocate(long*, long*, long*, std::allocator<long>&) [304]
                0.00    0.00       1/1           std::_Vector_base<long, std::allocator<long> >::_M_deallocate(long*, unsigned long) [291]
-----------------------------------------------
                0.00    0.00       1/1           CCfits::ColumnData<long>::readColumnData(long, long, long*) [335]
[307]    0.0    0.00    0.00       1         std::vector<long, std::allocator<long> >::resize(unsigned long) [307]
                0.00    0.00       2/14          std::vector<long, std::allocator<long> >::size() const [122]
                0.00    0.00       1/1           std::vector<long, std::allocator<long> >::_M_default_append(unsigned long) [306]
-----------------------------------------------
                0.00    0.00       1/1           preprocess(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&) [5]
[308]    0.0    0.00    0.00       1         std::auto_ptr<CCfits::FITS>::auto_ptr(CCfits::FITS*) [308]
-----------------------------------------------
                0.00    0.00       1/1           preprocess(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&) [5]
[309]    0.0    0.00    0.00       1         std::auto_ptr<CCfits::FITS>::~auto_ptr() [309]
-----------------------------------------------
                0.00    0.00       1/1           std::fixed(std::ios_base&) [800]
[310]    0.0    0.00    0.00       1         std::ios_base::setf(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [310]
                0.00    0.00       1/1           std::operator~(std::_Ios_Fmtflags) [326]
                0.00    0.00       1/1           std::operator&=(std::_Ios_Fmtflags&, std::_Ios_Fmtflags) [325]
                0.00    0.00       1/2           std::operator&(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [272]
                0.00    0.00       1/1           std::operator|=(std::_Ios_Fmtflags&, std::_Ios_Fmtflags) [327]
-----------------------------------------------
                0.00    0.00       1/1           long* std::__uninitialized_default_n_1<true>::__uninit_default_n<long*, unsigned long>(long*, unsigned long) [296]
[311]    0.0    0.00    0.00       1         void std::_Construct<long>(long*) [311]
                0.00    0.00       1/431990      operator new(unsigned long, void*) [38]
-----------------------------------------------
                0.00    0.00       1/1           long* std::fill_n<long*, unsigned long, long>(long*, unsigned long, long const&) [322]
[312]    0.0    0.00    0.00       1         long* std::__fill_n_a<long*, unsigned long, long>(long*, unsigned long, long const&, std::random_access_iterator_tag) [312]
                0.00    0.00       1/1           void std::__fill_a<long*, long>(long*, long*, long const&) [323]
-----------------------------------------------
                0.00    0.00       1/1           long* std::__uninitialized_default_n_1<true>::__uninit_default_n<long*, unsigned long>(long*, unsigned long) [296]
[313]    0.0    0.00    0.00       1         long* std::__addressof<long>(long&) [313]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<long, std::allocator<long> >::_S_do_relocate(long*, long*, long*, std::allocator<long>&, std::integral_constant<bool, true>) [305]
[314]    0.0    0.00    0.00       1         long* std::__relocate_a<long*, long*, std::allocator<long> >(long*, long*, long*, std::allocator<long>&) [314]
                0.00    0.00       3/17          long* std::__niter_base<long*>(long*) [108]
                0.00    0.00       1/1           std::enable_if<std::__is_bitwise_relocatable<long, void>::value, long*>::type std::__relocate_a_1<long, long>(long*, long*, long*, std::allocator<long>&) [315]
-----------------------------------------------
                0.00    0.00       1/1           long* std::__relocate_a<long*, long*, std::allocator<long> >(long*, long*, long*, std::allocator<long>&) [314]
[315]    0.0    0.00    0.00       1         std::enable_if<std::__is_bitwise_relocatable<long, void>::value, long*>::type std::__relocate_a_1<long, long>(long*, long*, long*, std::allocator<long>&) [315]
-----------------------------------------------
                0.00    0.00       1/1           long* std::fill_n<long*, unsigned long, long>(long*, unsigned long, long const&) [322]
[316]    0.0    0.00    0.00       1         std::iterator_traits<long*>::iterator_category std::__iterator_category<long*>(long* const&) [316]
-----------------------------------------------
                0.00    0.00       1/1           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__uninitialized_default_n_a<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&) [319]
[317]    0.0    0.00    0.00       1         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__uninitialized_default_n<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long) [317]
                0.00    0.00       1/1           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long) [295]
-----------------------------------------------
                0.00    0.00       1/1           long* std::__uninitialized_default_n_a<long*, unsigned long, long>(long*, unsigned long, std::allocator<long>&) [320]
[318]    0.0    0.00    0.00       1         long* std::__uninitialized_default_n<long*, unsigned long>(long*, unsigned long) [318]
                0.00    0.00       1/1           long* std::__uninitialized_default_n_1<true>::__uninit_default_n<long*, unsigned long>(long*, unsigned long) [296]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_default_initialize(unsigned long) [299]
[319]    0.0    0.00    0.00       1         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__uninitialized_default_n_a<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&) [319]
                0.00    0.00       1/1           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__uninitialized_default_n<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long) [317]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<long, std::allocator<long> >::_M_default_append(unsigned long) [306]
[320]    0.0    0.00    0.00       1         long* std::__uninitialized_default_n_a<long*, unsigned long, long>(long*, unsigned long, std::allocator<long>&) [320]
                0.00    0.00       1/1           long* std::__uninitialized_default_n<long*, unsigned long>(long*, unsigned long) [318]
-----------------------------------------------
                0.00    0.00       1/1           main [4]
[321]    0.0    0.00    0.00       1         __gnu_cxx::__promote_2<int, int, __gnu_cxx::__promote<int, std::__is_integer<int>::__value>::__type, __gnu_cxx::__promote<int, std::__is_integer<int>::__value>::__type>::__type std::pow<int, int>(int, int) [321]
-----------------------------------------------
                0.00    0.00       1/1           long* std::__uninitialized_default_n_1<true>::__uninit_default_n<long*, unsigned long>(long*, unsigned long) [296]
[322]    0.0    0.00    0.00       1         long* std::fill_n<long*, unsigned long, long>(long*, unsigned long, long const&) [322]
                0.00    0.00       1/6           std::__size_to_integer(unsigned long) [176]
                0.00    0.00       1/1           std::iterator_traits<long*>::iterator_category std::__iterator_category<long*>(long* const&) [316]
                0.00    0.00       1/1           long* std::__fill_n_a<long*, unsigned long, long>(long*, unsigned long, long const&, std::random_access_iterator_tag) [312]
-----------------------------------------------
                0.00    0.00       1/1           long* std::__fill_n_a<long*, unsigned long, long>(long*, unsigned long, long const&, std::random_access_iterator_tag) [312]
[323]    0.0    0.00    0.00       1         void std::__fill_a<long*, long>(long*, long*, long const&) [323]
                0.00    0.00       1/1           __gnu_cxx::__enable_if<std::__is_scalar<long>::__value, void>::__type std::__fill_a1<long*, long>(long*, long*, long const&) [324]
-----------------------------------------------
                0.00    0.00       1/1           void std::__fill_a<long*, long>(long*, long*, long const&) [323]
[324]    0.0    0.00    0.00       1         __gnu_cxx::__enable_if<std::__is_scalar<long>::__value, void>::__type std::__fill_a1<long*, long>(long*, long*, long const&) [324]
-----------------------------------------------
                0.00    0.00       1/1           std::ios_base::setf(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [310]
[325]    0.0    0.00    0.00       1         std::operator&=(std::_Ios_Fmtflags&, std::_Ios_Fmtflags) [325]
                0.00    0.00       1/2           std::operator&(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [272]
-----------------------------------------------
                0.00    0.00       1/1           std::ios_base::setf(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [310]
[326]    0.0    0.00    0.00       1         std::operator~(std::_Ios_Fmtflags) [326]
-----------------------------------------------
                0.00    0.00       1/1           std::ios_base::setf(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [310]
[327]    0.0    0.00    0.00       1         std::operator|=(std::_Ios_Fmtflags&, std::_Ios_Fmtflags) [327]
                0.00    0.00       1/1           std::operator|(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [328]
-----------------------------------------------
                0.00    0.00       1/1           std::operator|=(std::_Ios_Fmtflags&, std::_Ios_Fmtflags) [327]
[328]    0.0    0.00    0.00       1         std::operator|(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [328]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.

Copyright (C) 2012-2016 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

Index by function name

   [1] _GLOBAL__sub_I__Z10preprocessNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEERSt6vectorIdSaIdEES8_S8_ (ompBLS.cpp) [285] std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_Vector_impl::_Vector_impl() [17] int std::accumulate<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, int>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, int)
   [5] preprocess(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&) [286] std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_Vector_impl::_Vector_impl(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [107] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__addressof<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&)
 [273] __static_initialization_and_destruction_0(int, int) (ompBLS.cpp) [203] std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_Vector_impl::~_Vector_impl() [196] std::vector<double, std::allocator<double> >* std::__addressof<std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >&)
  [25] myBls(std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >, double, int) [204] std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_deallocate(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long) [217] double* std::__addressof<double>(double&)
 [274] CCfits::FITS::setVerboseMode(bool) [287] std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_create_storage(unsigned long) [263] float* std::__addressof<float>(float&)
 [275] CCfits::FITS::extension(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int) [246] std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_Vector_impl_data::_Vector_impl_data() [313] long* std::__addressof<long>(long&)
  [14] void CCfits::Column::read<double>(std::valarray<double>&, long, long) [191] std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_get_Tp_allocator() [10] __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::max_element<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >)
