Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00   36001/431996      bool __gnu_cxx::operator!=<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [8]
                0.00    0.00   72000/935966      __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator*() const [32]
                0.00    0.00   72000/575984      __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator++() [35]
                0.00    0.00   36000/36000       preprocess(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&)::{lambda(double)#2}::operator()(double) const [58]
-----------------------------------------------
                0.00    0.00       1/1           preprocess(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&) [5]
[19]     0.0    0.00    0.00       1         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::transform<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, preprocess(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&)::{lambda(double)#1}>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, preprocess(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&)::{lambda(double)#1}, preprocess(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&)::{lambda(double)#1}) [19]
                0.00    0.00   36001/431996      bool __gnu_cxx::operator!=<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [8]
                0.00    0.00   72000/935966      __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator*() const [32]
                0.00    0.00   72000/575984      __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator++() [35]
                0.00    0.00   36000/36000       preprocess(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&)::{lambda(double)#1}::operator()(double) const [59]
-----------------------------------------------
                0.00    0.00       1/1           void CCfits::Column::read<double>(std::valarray<double>&, long, long, double*) [15]
[20]     0.0    0.00    0.00       1         void CCfits::FITSUtil::fill<double, double>(std::valarray<double>&, std::vector<double, std::allocator<double> > const&, unsigned long, unsigned long) [20]
                0.00    0.00   36000/432000      std::valarray<double>::operator[](unsigned long) [7]
                0.00    0.00   36000/36000       std::vector<double, std::allocator<double> >::operator[](unsigned long) const [57]
                0.00    0.00       1/72006       std::valarray<double>::size() const [55]
                0.00    0.00       1/3           std::valarray<double>::resize(unsigned long, double) [212]
-----------------------------------------------
                0.00    0.00       1/1           main [4]
[21]     0.0    0.00    0.00       1         std::back_insert_iterator<std::vector<double, std::allocator<double> > > std::transform<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > >, main::{lambda(double, double)#3}>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, main::{lambda(double, double)#3}, main::{lambda(double, double)#3}) [21]
                0.00    0.00   35999/431996      bool __gnu_cxx::operator!=<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [8]
                0.00    0.00   71996/935966      __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator*() const [32]
                0.00    0.00   71996/575984      __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator++() [35]
                0.00    0.00   35998/35998       main::{lambda(double, double)#3}::operator()(double, double) const [62]
                0.00    0.00   35998/143992      std::back_insert_iterator<std::vector<double, std::allocator<double> > >::operator*() [52]
                0.00    0.00   35998/143992      std::back_insert_iterator<std::vector<double, std::allocator<double> > >::operator=(double&&) [51]
                0.00    0.00   35998/143992      std::back_insert_iterator<std::vector<double, std::allocator<double> > >::operator++() [53]
-----------------------------------------------
                0.00    0.00       1/1           main [4]
[22]     0.0    0.00    0.00       1         std::back_insert_iterator<std::vector<double, std::allocator<double> > > std::transform<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > >, main::{lambda(double, double)#4}>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, main::{lambda(double, double)#4}, main::{lambda(double, double)#4}) [22]
                0.00    0.00   35999/431996      bool __gnu_cxx::operator!=<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [8]
                0.00    0.00   71996/935966      __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator*() const [32]
                0.00    0.00   71996/575984      __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator++() [35]
                0.00    0.00   35998/35998       main::{lambda(double, double)#4}::operator()(double, double) const [63]
                0.00    0.00   35998/143992      std::back_insert_iterator<std::vector<double, std::allocator<double> > >::operator*() [52]
                0.00    0.00   35998/143992      std::back_insert_iterator<std::vector<double, std::allocator<double> > >::operator=(double&&) [51]
                0.00    0.00   35998/143992      std::back_insert_iterator<std::vector<double, std::allocator<double> > >::operator++() [53]
-----------------------------------------------
                0.00    0.00       1/1           main [4]
[23]     0.0    0.00    0.00       1         std::back_insert_iterator<std::vector<double, std::allocator<double> > > std::transform<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > >, main::{lambda(double)#2}>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > >, main::{lambda(double)#2}, main::{lambda(double)#2}) [23]
                0.00    0.00   35999/431996      bool __gnu_cxx::operator!=<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [8]
                0.00    0.00   35998/935966      __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator*() const [32]
                0.00    0.00   35998/35998       main::{lambda(double)#2}::operator()(double) const [60]
                0.00    0.00   35998/143992      std::back_insert_iterator<std::vector<double, std::allocator<double> > >::operator*() [52]
                0.00    0.00   35998/575984      __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator++() [35]
                0.00    0.00   35998/143992      std::back_insert_iterator<std::vector<double, std::allocator<double> > >::operator=(double&&) [51]
                0.00    0.00   35998/143992      std::back_insert_iterator<std::vector<double, std::allocator<double> > >::operator++() [53]
-----------------------------------------------
                0.00    0.00       1/1           main [4]
[24]     0.0    0.00    0.00       1         std::back_insert_iterator<std::vector<double, std::allocator<double> > > std::transform<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > >, main::{lambda(double)#1}>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > >, main::{lambda(double)#1}, main::{lambda(double)#1}) [24]
                0.00    0.00   35999/431996      bool __gnu_cxx::operator!=<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [8]
                0.00    0.00   35998/935966      __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator*() const [32]
                0.00    0.00   35998/35998       main::{lambda(double)#1}::operator()(double) const [61]
                0.00    0.00   35998/143992      std::back_insert_iterator<std::vector<double, std::allocator<double> > >::operator*() [52]
                0.00    0.00   35998/143992      std::back_insert_iterator<std::vector<double, std::allocator<double> > >::operator=(double&&) [51]
                0.00    0.00   35998/143992      std::back_insert_iterator<std::vector<double, std::allocator<double> > >::operator++() [53]
                0.00    0.00   35998/575984      __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator++() [35]
-----------------------------------------------
                0.00    0.00       1/1           main [4]
[25]     0.0    0.00    0.00       1         myBls(std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >, double, int) [25]
                0.00    0.00       2/1296287990     std::vector<double, std::allocator<double> >::operator[](unsigned long) [3]
                0.00    0.00       1/143995      std::ios_base::precision(long) [50]
-----------------------------------------------
                0.00    0.00       4/935966      preprocess(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&) [5]
                0.00    0.00   35998/935966      std::back_insert_iterator<std::vector<double, std::allocator<double> > > std::transform<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > >, main::{lambda(double)#1}>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > >, main::{lambda(double)#1}, main::{lambda(double)#1}) [24]
                0.00    0.00   35998/935966      std::back_insert_iterator<std::vector<double, std::allocator<double> > > std::transform<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > >, main::{lambda(double)#2}>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > >, main::{lambda(double)#2}, main::{lambda(double)#2}) [23]
                0.00    0.00   71996/935966      std::back_insert_iterator<std::vector<double, std::allocator<double> > > std::transform<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > >, main::{lambda(double, double)#3}>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, main::{lambda(double, double)#3}, main::{lambda(double, double)#3}) [21]
                0.00    0.00   71996/935966      std::back_insert_iterator<std::vector<double, std::allocator<double> > > std::transform<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > >, main::{lambda(double, double)#4}>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, main::{lambda(double, double)#4}, main::{lambda(double, double)#4}) [22]
                0.00    0.00   71996/935966      int std::accumulate<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, int>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, int) [17]
                0.00    0.00   72000/935966      __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::transform<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, preprocess(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&)::{lambda(double)#1}>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, preprocess(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&)::{lambda(double)#1}, preprocess(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&)::{lambda(double)#1}) [19]
                0.00    0.00   72000/935966      __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::transform<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, preprocess(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&)::{lambda(double)#2}>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, preprocess(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&)::{lambda(double)#2}, preprocess(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&)::{lambda(double)#2}) [18]
                0.00    0.00  215986/935966      std::vector<double, std::allocator<double> >::back() [48]
                0.00    0.00  287992/935966      bool __gnu_cxx::__ops::_Iter_less_iter::operator()<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) const [9]
[32]     0.0    0.00    0.00  935966         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator*() const [32]
-----------------------------------------------
                0.00    0.00       8/864830      bool __gnu_cxx::operator==<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [187]
                0.00    0.00      14/864830      double* std::__niter_base<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [128]
                0.00    0.00     200/864830      void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [88]
                0.00    0.00     208/864830      void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [87]
                0.00    0.00     408/864830      __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::difference_type __gnu_cxx::operator-<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [86]
                0.00    0.00  863992/864830      bool __gnu_cxx::operator!=<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [8]
[33]     0.0    0.00    0.00  864830         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [33]
-----------------------------------------------
                0.00    0.00     100/648058      void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [88]
                0.00    0.00  215986/648058      double& std::vector<double, std::allocator<double> >::emplace_back<double>(double&&) [47]
                0.00    0.00  215986/648058      void std::allocator_traits<std::allocator<double> >::construct<double, double>(std::allocator<double>&, double*, double&&) [46]
                0.00    0.00  215986/648058      void __gnu_cxx::new_allocator<double>::construct<double, double>(double*, double&&) [45]
[34]     0.0    0.00    0.00  648058         double&& std::forward<double>(std::remove_reference<double>::type&) [34]
-----------------------------------------------
                0.00    0.00   35998/575984      std::back_insert_iterator<std::vector<double, std::allocator<double> > > std::transform<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > >, main::{lambda(double)#1}>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > >, main::{lambda(double)#1}, main::{lambda(double)#1}) [24]
                0.00    0.00   35998/575984      std::back_insert_iterator<std::vector<double, std::allocator<double> > > std::transform<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > >, main::{lambda(double)#2}>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > >, main::{lambda(double)#2}, main::{lambda(double)#2}) [23]
                0.00    0.00   71996/575984      std::back_insert_iterator<std::vector<double, std::allocator<double> > > std::transform<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > >, main::{lambda(double, double)#3}>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, main::{lambda(double, double)#3}, main::{lambda(double, double)#3}) [21]
                0.00    0.00   71996/575984      std::back_insert_iterator<std::vector<double, std::allocator<double> > > std::transform<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > >, main::{lambda(double, double)#4}>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, main::{lambda(double, double)#4}, main::{lambda(double, double)#4}) [22]
                0.00    0.00   71996/575984      int std::accumulate<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, int>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, int) [17]
                0.00    0.00   72000/575984      __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::transform<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, preprocess(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&)::{lambda(double)#1}>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, preprocess(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&)::{lambda(double)#1}, preprocess(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&)::{lambda(double)#1}) [19]
                0.00    0.00   72000/575984      __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::transform<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, preprocess(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&)::{lambda(double)#2}>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, preprocess(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&)::{lambda(double)#2}, preprocess(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&)::{lambda(double)#2}) [18]
                0.00    0.00   72000/575984      __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__min_element<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__ops::_Iter_less_iter) [13]
                0.00    0.00   72000/575984      __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__max_element<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__ops::_Iter_less_iter) [12]
[35]     0.0    0.00    0.00  575984         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator++() [35]
-----------------------------------------------
                0.00    0.00      14/432436      __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator+(long) const [118]
                0.00    0.00     227/432436      std::vector<double, std::allocator<double> >::begin() [77]
                0.00    0.00  215993/432436      __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator-(long) const [44]
                0.00    0.00  216202/432436      std::vector<double, std::allocator<double> >::end() [40]
[36]     0.0    0.00    0.00  432436         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::__normal_iterator(double* const&) [36]
-----------------------------------------------
                0.00    0.00     104/432096      void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [87]
                0.00    0.00  215996/432096      void std::allocator_traits<std::allocator<double> >::construct<double, double const&>(std::allocator<double>&, double*, double const&) [42]
                0.00    0.00  215996/432096      void __gnu_cxx::new_allocator<double>::construct<double, double const&>(double*, double const&) [41]
[37]     0.0    0.00    0.00  432096         double const& std::forward<double const&>(std::remove_reference<double const&>::type&) [37]
-----------------------------------------------
                0.00    0.00       1/431990      void std::_Construct<long>(long*) [311]
                0.00    0.00       2/431990      void std::_Construct<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [260]
                0.00    0.00       2/431990      void std::_Construct<float>(float*) [261]
                0.00    0.00       3/431990      void std::_Construct<double>(double*) [215]
                0.00    0.00  215986/431990      void __gnu_cxx::new_allocator<double>::construct<double, double>(double*, double&&) [45]
                0.00    0.00  215996/431990      void __gnu_cxx::new_allocator<double>::construct<double, double const&>(double*, double const&) [41]
[38]     0.0    0.00    0.00  431990         operator new(unsigned long, void*) [38]
-----------------------------------------------
                0.00    0.00  143992/359978      std::back_insert_iterator<std::vector<double, std::allocator<double> > >::operator=(double&&) [51]
                0.00    0.00  215986/359978      std::vector<double, std::allocator<double> >::push_back(double&&) [49]
[39]     0.0    0.00    0.00  359978         std::remove_reference<double&>::type&& std::move<double&>(double&) [39]
-----------------------------------------------
                0.00    0.00       6/216202      preprocess(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&) [5]
                0.00    0.00       6/216202      main [4]
                0.00    0.00     100/216202      double& std::vector<double, std::allocator<double> >::emplace_back<double>(double&&) [47]
                0.00    0.00     104/216202      std::vector<double, std::allocator<double> >::push_back(double const&) [43]
                0.00    0.00  215986/216202      std::vector<double, std::allocator<double> >::back() [48]
[40]     0.0    0.00    0.00  216202         std::vector<double, std::allocator<double> >::end() [40]
                0.00    0.00  216202/432436      __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::__normal_iterator(double* const&) [36]
-----------------------------------------------
                0.00    0.00  215996/215996      void std::allocator_traits<std::allocator<double> >::construct<double, double const&>(std::allocator<double>&, double*, double const&) [42]
[41]     0.0    0.00    0.00  215996         void __gnu_cxx::new_allocator<double>::construct<double, double const&>(double*, double const&) [41]
                0.00    0.00  215996/432096      double const& std::forward<double const&>(std::remove_reference<double const&>::type&) [37]
                0.00    0.00  215996/431990      operator new(unsigned long, void*) [38]
-----------------------------------------------
                0.00    0.00     104/215996      void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [87]
                0.00    0.00  215892/215996      std::vector<double, std::allocator<double> >::push_back(double const&) [43]
[42]     0.0    0.00    0.00  215996         void std::allocator_traits<std::allocator<double> >::construct<double, double const&>(std::allocator<double>&, double*, double const&) [42]
                0.00    0.00  215996/432096      double const& std::forward<double const&>(std::remove_reference<double const&>::type&) [37]
                0.00    0.00  215996/215996      void __gnu_cxx::new_allocator<double>::construct<double, double const&>(double*, double const&) [41]
-----------------------------------------------
                0.00    0.00       2/215996      main [4]
                0.00    0.00  215994/215996      preprocess(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&) [5]
[43]     0.0    0.00    0.00  215996         std::vector<double, std::allocator<double> >::push_back(double const&) [43]
                0.00    0.00  215892/215996      void std::allocator_traits<std::allocator<double> >::construct<double, double const&>(std::allocator<double>&, double*, double const&) [42]
                0.00    0.00     104/216202      std::vector<double, std::allocator<double> >::end() [40]
